zip,Zipcode name,City,State,County Name
39332,"HICKORY, MS",HICKORY,MS,NEWTON
38633,"HICKORY FLAT, MS",HICKORY FLAT,MS,BENTON
39087,"HILLSBORO, MS",HILLSBORO,MS,SCOTT
38940,"HOLCOMB, MS",HOLCOMB,MS,GRENADA
38748,"HOLLANDALE, MS",HOLLANDALE,MS,WASHINGTON
39088,"HOLLY BLUFF, MS",HOLLY BLUFF,MS,YAZOO
38634,"HOLLY SPRINGS, MS",HOLLY SPRINGS,MS,MARSHALL
38635,"HOLLY SPRINGS, MS",HOLLY SPRINGS,MS,MARSHALL
38637,"HORN LAKE, MS",HORN LAKE,MS,DESOTO
38850,"HOULKA, MS",HOULKA,MS,CHICKASAW
38851,"HOUSTON, MS",HOUSTON,MS,CHICKASAW
39555,"HURLEY, MS",HURLEY,MS,JACKSON
38638,"INDEPENDENCE, MS",INDEPENDENCE,MS,TATE
38749,"INDIANOLA, MS",INDIANOLA,MS,SUNFLOWER
38751,"INDIANOLA, MS",INDIANOLA,MS,SUNFLOWER
38753,"INVERNESS, MS",INVERNESS,MS,SUNFLOWER
38754,"ISOLA, MS",ISOLA,MS,HUMPHREYS
38941,"ITTA BENA, MS",ITTA BENA,MS,LEFLORE
38852,"IUKA, MS",IUKA,MS,TISHOMINGO
39201,"JACKSON, MS",JACKSON,MS,HINDS
39202,"JACKSON, MS",JACKSON,MS,HINDS
39203,"JACKSON, MS",JACKSON,MS,HINDS
39204,"JACKSON, MS",JACKSON,MS,HINDS
39205,"JACKSON, MS",JACKSON,MS,HINDS
39206,"JACKSON, MS",JACKSON,MS,HINDS
39207,"JACKSON, MS",JACKSON,MS,HINDS
39209,"JACKSON, MS",JACKSON,MS,HINDS
39210,"JACKSON, MS",JACKSON,MS,HINDS
39211,"JACKSON, MS",JACKSON,MS,HINDS
39212,"JACKSON, MS",JACKSON,MS,HINDS
39213,"JACKSON, MS",JACKSON,MS,HINDS
39215,"JACKSON, MS",JACKSON,MS,HINDS
39216,"JACKSON, MS",JACKSON,MS,HINDS
39217,"JACKSON, MS",JACKSON,MS,HINDS
39225,"JACKSON, MS",JACKSON,MS,HINDS
39236,"JACKSON, MS",JACKSON,MS,HINDS
39269,"JACKSON, MS",JACKSON,MS,HINDS
39282,"JACKSON, MS",JACKSON,MS,HINDS
39283,"JACKSON, MS",JACKSON,MS,HINDS
39284,"JACKSON, MS",JACKSON,MS,HINDS
39286,"JACKSON, MS",JACKSON,MS,HINDS
39289,"JACKSON, MS",JACKSON,MS,HINDS
39296,"JACKSON, MS",JACKSON,MS,HINDS
39298,"JACKSON, MS",JACKSON,MS,RANKIN
39641,"JAYESS, MS",JAYESS,MS,LAWRENCE
38639,"JONESTOWN, MS",JONESTOWN,MS,COAHOMA
39747,"KILMICHAEL, MS",KILMICHAEL,MS,MONTGOMERY
39556,"KILN, MS",KILN,MS,HANCOCK
39643,"KOKOMO, MS",KOKOMO,MS,MARION
39090,"KOSCIUSKO, MS",KOSCIUSKO,MS,ATTALA
39092,"LAKE, MS",LAKE,MS,SCOTT
38641,"LAKE CORMORANT, MS",LAKE CORMORANT,MS,DESOTO
39558,"LAKESHORE, MS",LAKESHORE,MS,HANCOCK
38642,"LAMAR, MS",LAMAR,MS,MARSHALL
38643,"LAMBERT, MS",LAMBERT,MS,QUITMAN
39335,"LAUDERDALE, MS",LAUDERDALE,MS,LAUDERDALE
39440,"LAUREL, MS",LAUREL,MS,JONES
39441,"LAUREL, MS",LAUREL,MS,JONES
39442,"LAUREL, MS",LAUREL,MS,JONES
39443,"LAUREL, MS",LAUREL,MS,JONES
39336,"LAWRENCE, MS",LAWRENCE,MS,NEWTON
39451,"LEAKESVILLE, MS",LEAKESVILLE,MS,GREENE
38756,"LELAND, MS",LELAND,MS,WASHINGTON
39094,"LENA, MS",LENA,MS,LEAKE
39095,"LEXINGTON, MS",LEXINGTON,MS,HOLMES
39645,"LIBERTY, MS",LIBERTY,MS,AMITE
39337,"LITTLE ROCK, MS",LITTLE ROCK,MS,NEWTON
39560,"LONG BEACH, MS",LONG BEACH,MS,HARRISON
39096,"LORMAN, MS",LORMAN,MS,JEFFERSON
39338,"LOUIN, MS",LOUIN,MS,JASPER
39097,"LOUISE, MS",LOUISE,MS,HUMPHREYS
39339,"LOUISVILLE, MS",LOUISVILLE,MS,WINSTON
39452,"LUCEDALE, MS",LUCEDALE,MS,GEORGE
38644,"LULA, MS",LULA,MS,COAHOMA
39455,"LUMBERTON, MS",LUMBERTON,MS,LAMAR
38645,"LYON, MS",LYON,MS,COAHOMA
39750,"MABEN, MS",MABEN,MS,WEBSTER
39341,"MACON, MS",MACON,MS,NOXUBEE
39109,"MADDEN, MS",MADDEN,MS,LEAKE
39110,"MADISON, MS",MADISON,MS,MADISON
39130,"MADISON, MS",MADISON,MS,MADISON
39111,"MAGEE, MS",MAGEE,MS,SIMPSON
39652,"MAGNOLIA, MS",MAGNOLIA,MS,PIKE
38855,"MANTACHIE, MS",MANTACHIE,MS,ITAWAMBA
39751,"MANTEE, MS",MANTEE,MS,WEBSTER
38856,"MARIETTA, MS",MARIETTA,MS,PRENTISS
