zip,Zipcode name,City,State,County Name
38601,"ABBEVILLE, MS",ABBEVILLE,MS,LAFAYETTE
39730,"ABERDEEN, MS",ABERDEEN,MS,MONROE
39735,"ACKERMAN, MS",ACKERMAN,MS,CHOCTAW
38820,"ALGOMA, MS",ALGOMA,MS,PONTOTOC
38720,"ALLIGATOR, MS",ALLIGATOR,MS,BOLIVAR
38821,"AMORY, MS",AMORY,MS,MONROE
38721,"ANGUILLA, MS",ANGUILLA,MS,SHARKEY
38722,"ARCOLA, MS",ARCOLA,MS,WASHINGTON
39736,"ARTESIA, MS",ARTESIA,MS,LOWNDES
38603,"ASHLAND, MS",ASHLAND,MS,BENTON
38723,"AVON, MS",AVON,MS,WASHINGTON
39320,"BAILEY, MS",BAILEY,MS,LAUDERDALE
38824,"BALDWYN, MS",BALDWYN,MS,LEE
38913,"BANNER, MS",BANNER,MS,CALHOUN
39421,"BASSFIELD, MS",BASSFIELD,MS,JEFFERSON DAVIS
38606,"BATESVILLE, MS",BATESVILLE,MS,PANOLA
39520,"BAY SAINT LOUIS, MS",BAY SAINT LOUIS,MS,HANCOCK
39521,"BAY SAINT LOUIS, MS",BAY SAINT LOUIS,MS,HANCOCK
39422,"BAY SPRINGS, MS",BAY SPRINGS,MS,JASPER
39423,"BEAUMONT, MS",BEAUMONT,MS,PERRY
38825,"BECKER, MS",BECKER,MS,MONROE
38826,"BELDEN, MS",BELDEN,MS,LEE
39737,"BELLEFONTAINE, MS",BELLEFONTAINE,MS,WEBSTER
38827,"BELMONT, MS",BELMONT,MS,TISHOMINGO
39038,"BELZONI, MS",BELZONI,MS,HUMPHREYS
38725,"BENOIT, MS",BENOIT,MS,BOLIVAR
39039,"BENTON, MS",BENTON,MS,YAZOO
39040,"BENTONIA, MS",BENTONIA,MS,YAZOO
38726,"BEULAH, MS",BEULAH,MS,BOLIVAR
38914,"BIG CREEK, MS",BIG CREEK,MS,CALHOUN
39530,"BILOXI, MS",BILOXI,MS,HARRISON
39531,"BILOXI, MS",BILOXI,MS,HARRISON
39532,"BILOXI, MS",BILOXI,MS,HARRISON
39533,"BILOXI, MS",BILOXI,MS,HARRISON
39534,"BILOXI, MS",BILOXI,MS,HARRISON
39535,"BILOXI, MS",BILOXI,MS,HARRISON
38610,"BLUE MOUNTAIN, MS",BLUE MOUNTAIN,MS,TIPPAH
38828,"BLUE SPRINGS, MS",BLUE SPRINGS,MS,UNION
39629,"BOGUE CHITTO, MS",BOGUE CHITTO,MS,LINCOLN
39041,"BOLTON, MS",BOLTON,MS,HINDS
38829,"BOONEVILLE, MS",BOONEVILLE,MS,PRENTISS
38730,"BOYLE, MS",BOYLE,MS,BOLIVAR
39042,"BRANDON, MS",BRANDON,MS,RANKIN
39043,"BRANDON, MS",BRANDON,MS,RANKIN
39047,"BRANDON, MS",BRANDON,MS,RANKIN
39044,"BRAXTON, MS",BRAXTON,MS,SIMPSON
39601,"BROOKHAVEN, MS",BROOKHAVEN,MS,LINCOLN
39602,"BROOKHAVEN, MS",BROOKHAVEN,MS,LINCOLN
39603,"BROOKHAVEN, MS",BROOKHAVEN,MS,LINCOLN
39425,"BROOKLYN, MS",BROOKLYN,MS,FORREST
39739,"BROOKSVILLE, MS",BROOKSVILLE,MS,NOXUBEE
38915,"BRUCE, MS",BRUCE,MS,CALHOUN
39322,"BUCKATUNNA, MS",BUCKATUNNA,MS,WAYNE
39630,"BUDE, MS",BUDE,MS,FRANKLIN
38833,"BURNSVILLE, MS",BURNSVILLE,MS,TISHOMINGO
38611,"BYHALIA, MS",BYHALIA,MS,MARSHALL
39272,"BYRAM, MS",BYRAM,MS,HINDS
39740,"CALEDONIA, MS",CALEDONIA,MS,LOWNDES
38916,"CALHOUN CITY, MS",CALHOUN CITY,MS,CALHOUN
39045,"CAMDEN, MS",CAMDEN,MS,MADISON
39046,"CANTON, MS",CANTON,MS,MADISON
39426,"CARRIERE, MS",CARRIERE,MS,PEARL RIVER
38917,"CARROLLTON, MS",CARROLLTON,MS,CARROLL
39427,"CARSON, MS",CARSON,MS,JEFFERSON DAVIS
39051,"CARTHAGE, MS",CARTHAGE,MS,LEAKE
39054,"CARY, MS",CARY,MS,SHARKEY
38920,"CASCILLA, MS",CASCILLA,MS,TALLAHATCHIE
39741,"CEDARBLUFF, MS",CEDARBLUFF,MS,CLAY
39631,"CENTREVILLE, MS",CENTREVILLE,MS,WILKINSON
38921,"CHARLESTON, MS",CHARLESTON,MS,TALLAHATCHIE
39632,"CHATAWA, MS",CHATAWA,MS,PIKE
38731,"CHATHAM, MS",CHATHAM,MS,WASHINGTON
39323,"CHUNKY, MS",CHUNKY,MS,NEWTON
39324,"CLARA, MS",CLARA,MS,WAYNE
38614,"CLARKSDALE, MS",CLARKSDALE,MS,COAHOMA
38732,"CLEVELAND, MS",CLEVELAND,MS,BOLIVAR
38733,"CLEVELAND, MS",CLEVELAND,MS,BOLIVAR
39056,"CLINTON, MS",CLINTON,MS,HINDS
39058,"CLINTON, MS",CLINTON,MS,HINDS
39060,"CLINTON, MS",CLINTON,MS,HINDS
38617,"COAHOMA, MS",COAHOMA,MS,COAHOMA
38922,"COFFEEVILLE, MS",COFFEEVILLE,MS,YALOBUSHA
38923,"COILA, MS",COILA,MS,CARROLL
38618,"COLDWATER, MS",COLDWATER,MS,TATE
39428,"COLLINS, MS",COLLINS,MS,COVINGTON
39325,"COLLINSVILLE, MS",COLLINSVILLE,MS,LAUDERDALE
39429,"COLUMBIA, MS",COLUMBIA,MS,MARION
39701,"COLUMBUS, MS",COLUMBUS,MS,LOWNDES
39702,"COLUMBUS, MS",COLUMBUS,MS,LOWNDES
39703,"COLUMBUS, MS",COLUMBUS,MS,LOWNDES
39704,"COLUMBUS, MS",COLUMBUS,MS,LOWNDES
39705,"COLUMBUS, MS",COLUMBUS,MS,LOWNDES
39710,"COLUMBUS, MS",COLUMBUS,MS,LOWNDES
38619,"COMO, MS",COMO,MS,PANOLA
39057,"CONEHATTA, MS",CONEHATTA,MS,NEWTON
38834,"CORINTH, MS",CORINTH,MS,ALCORN
38835,"CORINTH, MS",CORINTH,MS,ALCORN
38620,"COURTLAND, MS",COURTLAND,MS,PANOLA
39743,"CRAWFORD, MS",CRAWFORD,MS,LOWNDES
38621,"CRENSHAW, MS",CRENSHAW,MS,PANOLA
39633,"CROSBY, MS",CROSBY,MS,AMITE
38622,"CROWDER, MS",CROWDER,MS,QUITMAN
38924,"CRUGER, MS",CRUGER,MS,HOLMES
39059,"CRYSTAL SPRINGS, MS",CRYSTAL SPRINGS,MS,COPIAH
39062,"D LO, MS",D LO,MS,SIMPSON
39326,"DALEVILLE, MS",DALEVILLE,MS,LAUDERDALE
38623,"DARLING, MS",DARLING,MS,QUITMAN
39328,"DE KALB, MS",DE KALB,MS,KEMPER
39327,"DECATUR, MS",DECATUR,MS,NEWTON
39061,"DELTA CITY, MS",DELTA CITY,MS,SHARKEY
38838,"DENNIS, MS",DENNIS,MS,TISHOMINGO
38839,"DERMA, MS",DERMA,MS,CALHOUN
39525,"DIAMONDHEAD, MS",DIAMONDHEAD,MS,HANCOCK
39540,"DIBERVILLE, MS",DIBERVILLE,MS,HARRISON
38737,"DREW, MS",DREW,MS,SUNFLOWER
38739,"DUBLIN, MS",DUBLIN,MS,COAHOMA
38925,"DUCK HILL, MS",DUCK HILL,MS,MONTGOMERY
38625,"DUMAS, MS",DUMAS,MS,TIPPAH
38740,"DUNCAN, MS",DUNCAN,MS,BOLIVAR
38626,"DUNDEE, MS",DUNDEE,MS,TUNICA
39063,"DURANT, MS",DURANT,MS,HOLMES
38841,"ECRU, MS",ECRU,MS,PONTOTOC
39066,"EDWARDS, MS",EDWARDS,MS,HINDS
39437,"ELLISVILLE, MS",ELLISVILLE,MS,JONES
38927,"ENID, MS",ENID,MS,TALLAHATCHIE
39330,"ENTERPRISE, MS",ENTERPRISE,MS,CLARKE
39552,"ESCATAWPA, MS",ESCATAWPA,MS,JACKSON
39067,"ETHEL, MS",ETHEL,MS,ATTALA
38627,"ETTA, MS",ETTA,MS,UNION
39744,"EUPORA, MS",EUPORA,MS,WEBSTER
38629,"FALKNER, MS",FALKNER,MS,TIPPAH
39069,"FAYETTE, MS",FAYETTE,MS,JEFFERSON
39635,"FERNWOOD, MS",FERNWOOD,MS,PIKE
39072,"FLORA, MS",FLORA,MS,HINDS
39071,"FLORA, MS",FLORA,MS,MADISON
39073,"FLORENCE, MS",FLORENCE,MS,RANKIN
39232,"FLOWOOD, MS",FLOWOOD,MS,RANKIN
39074,"FOREST, MS",FOREST,MS,SCOTT
39483,"FOXWORTH, MS",FOXWORTH,MS,MARION
39745,"FRENCH CAMP, MS",FRENCH CAMP,MS,CHOCTAW
38631,"FRIARS POINT, MS",FRIARS POINT,MS,COAHOMA
38843,"FULTON, MS",FULTON,MS,ITAWAMBA
39077,"GALLMAN, MS",GALLMAN,MS,COPIAH
38844,"GATTMAN, MS",GATTMAN,MS,MONROE
39553,"GAUTIER, MS",GAUTIER,MS,JACKSON
39078,"GEORGETOWN, MS",GEORGETOWN,MS,COPIAH
38846,"GLEN, MS",GLEN,MS,ALCORN
38744,"GLEN ALLAN, MS",GLEN ALLAN,MS,WASHINGTON
38928,"GLENDORA, MS",GLENDORA,MS,TALLAHATCHIE
39638,"GLOSTER, MS",GLOSTER,MS,AMITE
38847,"GOLDEN, MS",GOLDEN,MS,TISHOMINGO
39079,"GOODMAN, MS",GOODMAN,MS,HOLMES
38929,"GORE SPRINGS, MS",GORE SPRINGS,MS,GRENADA
38745,"GRACE, MS",GRACE,MS,ISSAQUENA
38701,"GREENVILLE, MS",GREENVILLE,MS,WASHINGTON
38702,"GREENVILLE, MS",GREENVILLE,MS,WASHINGTON
38703,"GREENVILLE, MS",GREENVILLE,MS,WASHINGTON
38704,"GREENVILLE, MS",GREENVILLE,MS,WASHINGTON
38930,"GREENWOOD, MS",GREENWOOD,MS,LEFLORE
38935,"GREENWOOD, MS",GREENWOOD,MS,LEFLORE
38848,"GREENWOOD SPRINGS, MS",GREENWOOD SPRINGS,MS,MONROE
38901,"GRENADA, MS",GRENADA,MS,GRENADA
38902,"GRENADA, MS",GRENADA,MS,GRENADA
39501,"GULFPORT, MS",GULFPORT,MS,HARRISON
39502,"GULFPORT, MS",GULFPORT,MS,HARRISON
39503,"GULFPORT, MS",GULFPORT,MS,HARRISON
39505,"GULFPORT, MS",GULFPORT,MS,HARRISON
39506,"GULFPORT, MS",GULFPORT,MS,HARRISON
39507,"GULFPORT, MS",GULFPORT,MS,HARRISON
38746,"GUNNISON, MS",GUNNISON,MS,BOLIVAR
38849,"GUNTOWN, MS",GUNTOWN,MS,LEE
39746,"HAMILTON, MS",HAMILTON,MS,MONROE
39080,"HARPERVILLE, MS",HARPERVILLE,MS,SCOTT
39082,"HARRISVILLE, MS",HARRISVILLE,MS,SIMPSON
39401,"HATTIESBURG, MS",HATTIESBURG,MS,FORREST
39402,"HATTIESBURG, MS",HATTIESBURG,MS,FORREST
39403,"HATTIESBURG, MS",HATTIESBURG,MS,FORREST
39404,"HATTIESBURG, MS",HATTIESBURG,MS,FORREST
39406,"HATTIESBURG, MS",HATTIESBURG,MS,FORREST
39407,"HATTIESBURG, MS",HATTIESBURG,MS,FORREST
39083,"HAZLEHURST, MS",HAZLEHURST,MS,COPIAH
39439,"HEIDELBERG, MS",HEIDELBERG,MS,JASPER
39086,"HERMANVILLE, MS",HERMANVILLE,MS,CLAIBORNE
38632,"HERNANDO, MS",HERNANDO,MS,DESOTO
